"time","C_termica","Energia_consumida"
6078.468506072822,15000,237237.7395684751
6078.468506105208,15000,237237.7395840204
6078.468506105208,15000,237237.7395840204
6132.90431383438,15000,263366.9272940229
6132.90431383438,15000,263366.9272940229
6132.904313946692,15000,263366.9272940229
6132.904313946692,15000,263366.9272940229
6741.944725624439,15000,263366.9272940229
6741.944725624439,15000,263366.9272940229
6741.944725656975,15000,263366.92730964004
6741.944725656975,15000,263366.92730964004
6796.594924663875,15000,289599.02283295203
6796.594924663875,15000,289599.02283295203
6796.594924771064,15000,289599.02283295203
6796.594924771064,15000,289599.02283295203
7257.6,15000,289599.02283295203
7354.874990526314,15000,289599.02283295203
7354.874990526314,15000,289599.02283295203
7354.874990559261,15000,289599.02284876665
7354.874990559261,15000,289599.02284876665
7410.10418164731,15000,316109.03457102965
7410.10418164731,15000,316109.03457102965
7410.104181744265,15000,316109.03457102965
7410.104181744265,15000,316109.03457102965
7918.632292902455,15000,316109.03457102965
7918.632292902455,15000,316109.03457102965
7918.632292935581,15000,316109.0345869301
7918.632292935581,15000,316109.0345869301
7974.266042894622,15000,342813.23456726986
7974.266042894622,15000,342813.23456726986
7974.266042986265,15000,342813.23456726986
7974.266042986265,15000,342813.23456726986
8467.2,15000,342813.23456726986
8467.238948458164,15000,342813.23456726986
8467.238948458164,15000,342813.23456726986
8467.238948491336,15000,342813.23458319245
8467.238948491336,15000,342813.23458319245
8522.841315029124,15000,369502.3705213309
8522.841315029124,15000,369502.3705213309
8522.841315121106,15000,369502.3705213309
8522.841315121106,15000,369502.3705213309
9035.26019241965,15000,369502.3705213309
9035.26019241965,15000,369502.3705213309
9035.260192452517,15000,369502.3705371075
9035.260192452517,15000,369502.3705371075
9090.479723528038,15000,396007.74545335886
9090.479723528038,15000,396007.74545335886
9090.479723625744,15000,396007.74545335886
9090.479723625744,15000,396007.74545335886
9640.673445844817,15000,396007.74545335886
9640.673445844817,15000,396007.74545335886
9640.67344587751,15000,396007.74546905136
9640.67344587751,15000,396007.74546905136
9676.8,15000,413348.49144784623
9695.5533055209,15000,422350.07809787884
9695.5533055209,15000,422350.07809787884
9695.553305625046,15000,422350.07809787884
9695.553305625046,15000,422350.07809787884
10257.624088186805,15000,422350.07809787884
10257.624088186805,15000,422350.07809787884
10257.624088219589,15000,422350.0781136153
10257.624088219589,15000,422350.0781136153
10312.64037153892,15000,448757.89410689304
10312.64037153892,15000,448757.89410689304
10312.640371639554,15000,448757.89410689304
10312.640371639554,15000,448757.89410689304
10839.037067821251,15000,448757.89410689304
10839.037067821251,15000,448757.89410689304
10839.037067854355,15000,448757.894122783
10839.037067854355,15000,448757.894122783
10886.4,15000,471492.1015526928
10894.572787898116,15000,475415.0397437887
10894.572787898116,15000,475415.0397437887
10894.57278799125,15000,475415.0397437887
10894.57278799125,15000,475415.0397437887
11173.216966274304,15000,475415.0397437887
11173.216966274304,15000,475415.0397437887
11297.676787411616,15000,475415.0397437887
11297.676787411616,15000,475415.0397437887
11297.676787447039,15000,475415.0397607915
11297.676787447039,15000,475415.0397607915
11356.859940168863,15000,503822.9530672662
11356.859940168863,15000,503822.9530672662
11356.859940231187,15000,503822.9530672662
11356.859940231187,15000,503822.9530672662
11362.881906916531,15000,503822.9530672662
11362.881906916531,15000,503822.9530672662
11818.95212427637,15000,503822.9530672662
11818.95212427637,15000,503822.9530672662
11818.952124309842,15000,503822.9530833334
11818.952124309842,15000,503822.9530833334
11875.02954883132,15000,530740.1168536424
11875.02954883132,15000,530740.1168536424
11875.029548917186,15000,530740.1168536424
11875.029548917186,15000,530740.1168536424
12096,15000,530740.1168536424
12344.26230670781,15000,530740.1168536424
12344.26230670781,15000,530740.1168536424
12344.26230674116,15000,530740.1168696508
12344.26230674116,15000,530740.1168696508
12400.087919066753,15000,557536.410785935
12400.087919066753,15000,557536.410785935
12400.087919156902,15000,557536.410785935
12400.087919156902,15000,557536.410785935
12897.546698675087,15000,557536.410785935
12897.546698675087,15000,557536.410785935
12897.5466987082,15000,557536.4108018295
12897.5466987082,15000,557536.4108018295
12952.946027972877,15000,584128.0888488753
12952.946027972877,15000,584128.0888488753
12952.946028068221,15000,584128.0888488753
12952.946028068221,15000,584128.0888488753
13305.6,15000,584128.0888488753
13479.456068786376,15000,584128.0888488753
13479.456068786376,15000,584128.0888488753
13479.456068819374,15000,584128.0888647148
13479.456068819374,15000,584128.0888647148
13534.669298476516,15000,610630.4391001445
13534.669298476516,15000,610630.4391001445
13534.669298575525,15000,610630.4391001445
13534.669298575525,15000,610630.4391001445
14055.917871056092,15000,610630.4391001445
14055.917871056092,15000,610630.4391001445
14055.91787108926,15000,610630.4391160649
14055.91787108926,15000,610630.4391160649
14111.419939649371,15000,637271.4320249172
14111.419939649371,15000,637271.4320249172
14111.419939742638,15000,637271.4320249172
14111.419939742638,15000,637271.4320249172
14515.2,15000,637271.4320249172
14596.672438558435,15000,637271.4320249172
14596.672438558435,15000,637271.4320249172
14596.672438591908,15000,637271.4320409845
14596.672438591908,15000,637271.4320409845
14652.68508219158,15000,664157.5009688267
14652.68508219158,15000,664157.5009688267
14652.68508227841,15000,664157.5009688267
14652.68508227841,15000,664157.5009688267
15105.964907069812,15000,664157.5009688267
15105.964907069812,15000,664157.5009688267
15105.964907103504,15000,664157.5009849982
15105.964907103504,15000,664157.5009849982
15162.317110512315,15000,691206.5586212256
15162.317110512315,15000,691206.5586212256
15162.317110596012,15000,691206.5586212256
15162.317110596012,15000,691206.5586212256
15605.527364988777,15000,691206.5586212256
15605.527364988777,15000,691206.5586212256
15605.527365022468,15000,691206.5586373974
15605.527365022468,15000,691206.5586373974
15661.847915595543,15000,718240.4229124724
15661.847915595543,15000,718240.4229124724
15661.84791568011,15000,718240.4229124724
15661.84791568011,15000,718240.4229124724
15724.8,15000,718240.4229124724
16118.894199560194,15000,718240.4229124724
16118.894199560194,15000,718240.4229124724
16118.894199593688,15000,718240.422928549
16118.894199593688,15000,718240.422928549
16174.856449167244,15000,745102.3027238549
16174.856449167244,15000,745102.3027238549
16174.856449255662,15000,745102.3027238549
16174.856449255662,15000,745102.3027238549
16661.80798893083,15000,745102.3027238549
16661.80798893083,15000,745102.3027238549
16661.80798896408,15000,745102.3027398161
16661.80798896408,15000,745102.3027398161
16662.625608193084,15000,745494.7599697383
16662.625608193084,15000,745494.7599697383
16722.21176184159,15000,774096.1137210185
16722.21176184159,15000,774096.1137210185
16722.211761898656,15000,774096.1137210185
16722.211761898656,15000,774096.1137210185
16818.87130589767,15000,774096.1137210185
16818.87130589767,15000,774096.1137210185
16934.4,15000,774096.1137210185
17176.386086363676,15000,774096.1137210185
17176.386086363676,15000,774096.1137210185
17176.386086396866,15000,774096.11373695
17176.386086396866,15000,774096.11373695
17231.847735036317,15000,800717.7050838867
17231.847735036317,15000,800717.7050838867
17231.847735131843,15000,800717.7050838867
17231.847735131843,15000,800717.7050838867
17730.20501937013,15000,800717.7050838867
17730.20501937013,15000,800717.7050838867
17730.2050194035,15000,800717.7050999043
17730.2050194035,15000,800717.7050999043
17785.986961989205,15000,827493.0375410413
17785.986961989205,15000,827493.0375410413
17785.986962079474,15000,827493.0375410413
17785.986962079474,15000,827493.0375410413
18144,15000,827493.0375410413
18251.755682831445,15000,827493.0375410413
18251.755682831445,15000,827493.0375410413
18251.7556828651,15000,827493.0375571948
18251.7556828651,15000,827493.0375571948
18308.01767899443,15000,854498.7956992751
18308.01767899443,15000,854498.7956992751
18308.017679080025,15000,854498.7956992751
18308.017679080025,15000,854498.7956992751
18747.29674197467,15000,854498.7956992751
18747.29674197467,15000,854498.7956992751
18747.29674200851,15000,854498.7957155192
18747.29674200851,15000,854498.7957155192
18803.84445734751,15000,881641.699078237
18803.84445734751,15000,881641.699078237
18803.84445742814,15000,881641.699078237
18803.84445742814,15000,881641.699078237
19236.776532992924,15000,881641.699078237
19236.776532992924,15000,881641.699078237
19236.776533026736,15000,881641.6990944663
19236.776533026736,15000,881641.6990944663
19293.246464016756,15000,908747.2659696754
19293.246464016756,15000,908747.2659696754
19293.24646410071,15000,908747.2659696754
19293.24646410071,15000,908747.2659696754
19353.6,15000,908747.2659696754
19741.592181445318,15000,908747.2659696754
19741.592181445318,15000,908747.2659696754
19741.592181478907,15000,908747.2659857991
19741.592181478907,15000,908747.2659857991
19797.677593232573,15000,935668.2636275587
19797.677593232573,15000,935668.2636275587
19797.67759332058,15000,935668.2636275587
19797.67759332058,15000,935668.2636275587
20066.247860986226,15000,935668.2636275587
20066.247860986226,15000,935668.2636275587
20178.19483637732,15000,935668.2636275587
20178.19483637732,15000,935668.2636275587
20186.618044924566,15000,935668.2636275587
20186.618044924566,15000,935668.2636275587
20186.61804495794,15000,935668.2636435793
20186.61804495794,15000,935668.2636435793
20242.339131065004,15000,962414.3849749668
20242.339131065004,15000,962414.3849749668
20242.339131157787,15000,962414.3849749668
20242.339131157787,15000,962414.3849749668
20563.2,15000,962414.3849749668
20740.2697703073,15000,962414.3849749668
20740.2697703073,15000,962414.3849749668
20740.269770340565,15000,962414.3849909342
20740.269770340565,15000,962414.3849909342
20795.826892387442,15000,989081.803573434
20795.826892387442,15000,989081.803573434
20795.826892481957,15000,989081.803573434
20795.826892481957,15000,989081.803573434
21288.67508528066,15000,989081.803573434
21288.67508528066,15000,989081.803573434
21288.67508531408,15000,989081.8035894742
21288.67508531408,15000,989081.8035894742
21344.503392707276,15000,1.0158793911382081e6
21344.503392707276,15000,1.0158793911382081e6
21344.503392795843,15000,1.0158793911382081e6
21344.503392795843,15000,1.0158793911382081e6
21772.8,15000,1.0158793911382081e6
21808.037138517153,15000,1.0158793911382081e6
21808.037138517153,15000,1.0158793911382081e6
21808.037138550844,15000,1.0158793911543807e6
21808.037138550844,15000,1.0158793911543807e6
21864.323840145826,15000,1.0428970079199749e6
21864.323840145826,15000,1.0428970079199749e6
21864.323840230936,15000,1.0428970079199749e6
21864.323840230936,15000,1.0428970079199749e6
22302.030660918907,15000,1.0428970079199749e6
22302.030660918907,15000,1.0428970079199749e6
22302.030660952783,15000,1.0428970079362353e6
22302.030660952783,15000,1.0428970079362353e6
22358.609523754232,15000,1.0700548620809282e6
22358.609523754232,15000,1.0700548620809282e6
22358.609523835225,15000,1.0700548620809282e6
22358.609523835225,15000,1.0700548620809282e6
22789.236683840714,15000,1.0700548620809282e6
22789.236683840714,15000,1.0700548620809282e6
22789.236683874566,15000,1.0700548620971765e6
22789.236683874566,15000,1.0700548620971765e6
22845.753613146953,15000,1.0971829881479228e6
22845.753613146953,15000,1.0971829881479228e6
22845.753613228797,15000,1.0971829881479228e6
22845.753613228797,15000,1.0971829881479228e6
22982.4,15000,1.0971829881479228e6
23290.93156967174,15000,1.0971829881479228e6
23290.93156967174,15000,1.0971829881479228e6
23290.93156970537,15000,1.0971829881640663e6
23290.93156970537,15000,1.0971829881640663e6
23347.0652853738,15000,1.12412717168491e6
23347.0652853738,15000,1.12412717168491e6
23347.065285460652,15000,1.12412717168491e6
23347.065285460652,15000,1.12412717168491e6
23822.757761496265,15000,1.12412717168491e6
23822.757761496265,15000,1.12412717168491e6
23822.75776152963,15000,1.1241271717009253e6
23822.75776152963,15000,1.1241271717009253e6
23878.437968389004,15000,1.150853670993424e6
23878.437968389004,15000,1.150853670993424e6
23878.437968481176,15000,1.150853670993424e6
23878.437968481176,15000,1.150853670993424e6
24192,15000,1.150853670993424e6
24379.480192942097,15000,1.150853670993424e6
24379.480192942097,15000,1.150853670993424e6
24379.480192975618,15000,1.1508536710095133e6
24379.480192975618,15000,1.1508536710095133e6
24435.00372847614,15000,1.1775049680497628e6
24435.00372847614,15000,1.1775049680497628e6
24435.003728569773,15000,1.1775049680497628e6
24435.003728569773,15000,1.1775049680497628e6
24930.13660938596,15000,1.1775049680497628e6
24930.13660938596,15000,1.1775049680497628e6
24930.136609419642,15000,1.1775049680659298e6
24930.136609419642,15000,1.1775049680659298e6
24985.93739492925,15000,1.2042893451105412e6
24985.93739492925,15000,1.2042893451105412e6
24985.937395021127,15000,1.2042893451105412e6
24985.937395021127,15000,1.2042893451105412e6
25401.6,15000,1.2042893451105412e6
25451.840720665037,15000,1.2042893451105412e6
25451.840720665037,15000,1.2042893451105412e6
25451.84072069898,15000,1.2042893451268338e6
25451.84072069898,15000,1.2042893451268338e6
25506.093257472297,15000,1.2303305627780277e6
25506.093257472297,15000,1.2303305627780277e6
25508.236275787764,15000,1.2313592115694503e6
25508.236275787764,15000,1.2313592115694503e6
25508.236275843494,15000,1.2313592115694503e6
25508.236275843494,15000,1.2313592115694503e6
25685.412357186422,15000,1.2313592115694503e6
25685.412357186422,15000,1.2313592115694503e6
25836.455870393693,15000,1.2313592115694503e6
25836.455870393693,15000,1.2313592115694503e6
25836.455870427777,15000,1.2313592115858113e6
25836.455870427777,15000,1.2313592115858113e6
25892.915051921293,15000,1.2584596187027004e6
25892.915051921293,15000,1.2584596187027004e6
25892.91505200385,15000,1.2584596187027004e6
25892.91505200385,15000,1.2584596187027004e6
26329.680594402635,15000,1.2584596187027004e6
26329.680594402635,15000,1.2584596187027004e6
26329.68059443671,15000,1.258459618719057e6
26329.68059443671,15000,1.258459618719057e6
26386.106442026517,15000,1.2855440255621653e6
26386.106442026517,15000,1.2855440255621653e6
26386.106442110497,15000,1.2855440255621653e6
26386.106442110497,15000,1.2855440255621653e6
26611.2,15000,1.2855440255621653e6
26836.713515907984,15000,1.2855440255621653e6
26836.713515907984,15000,1.2855440255621653e6
26836.71351594184,15000,1.285544025578416e6
26836.71351594184,15000,1.285544025578416e6
26892.760476318563,15000,1.3124465665592456e6
26892.760476318563,15000,1.3124465665592456e6
26892.76047640542,15000,1.3124465665592456e6
26892.76047640542,15000,1.3124465665592456e6
27375.99797165701,15000,1.3124465665592456e6
27375.99797165701,15000,1.3124465665592456e6
27375.997971690573,15000,1.3124465665753556e6
27375.997971690573,15000,1.3124465665753556e6
27431.555683731603,15000,1.3391142683550506e6
27431.555683731603,15000,1.3391142683550506e6
27431.555683825496,15000,1.3391142683550506e6
27431.555683825496,15000,1.3391142683550506e6
27820.8,15000,1.3391142683550506e6
27945.32107508094,15000,1.3391142683550506e6
27945.32107508094,15000,1.3391142683550506e6
27945.321075114363,15000,1.3391142683710926e6
27945.321075114363,15000,1.3391142683710926e6
28000.666240877417,15000,1.365679947937358e6
28000.666240877417,15000,1.365679947937358e6
28000.66624097555,15000,1.365679947937358e6
28000.66624097555,15000,1.365679947937358e6
28512.083893722633,15000,1.365679947937358e6
28512.083893722633,15000,1.365679947937358e6
28512.083893756193,15000,1.3656799479534663e6
28512.083893756193,15000,1.3656799479534663e6
28567.673378820207,15000,1.3923629007841963e6
28567.673378820207,15000,1.3923629007841963e6
28567.673378912696,15000,1.3923629007841963e6
28567.673378912696,15000,1.3923629007841963e6
29030.4,15000,1.3923629007841963e6
29049.199318751038,15000,1.3923629007841963e6
29049.199318751038,15000,1.3923629007841963e6
29049.199318784853,15000,1.3923629008004281e6
29049.199318784853,15000,1.3923629008004281e6
29105.217033160963,15000,1.4192514037009606e6
29105.217033160963,15000,1.4192514037009606e6
29105.217033251152,15000,1.4192514037009606e6
29105.217033251152,15000,1.4192514037009606e6
29561.676520222907,15000,1.4192514037009606e6
29561.676520222907,15000,1.4192514037009606e6
29561.676520256868,15000,1.4192514037172622e6
29561.676520256868,15000,1.4192514037172622e6
29617.92349356444,15000,1.4462499509048983e6
29617.92349356444,15000,1.4462499509048983e6
29617.923493652102,15000,1.4462499509048983e6
29617.923493652102,15000,1.4462499509048983e6
30071.8978187738,15000,1.4462499509048983e6
30071.8978187738,15000,1.4462499509048983e6
30071.897818807687,15000,1.446249950921164e6
30071.897818807687,15000,1.446249950921164e6
30127.987463309197,15000,1.4731729802818864e6
30127.987463309197,15000,1.4731729802818864e6
30127.987463398986,15000,1.4731729802818864e6
30127.987463398986,15000,1.4731729802818864e6
30240,15000,1.4731729802818864e6
30605.652432372182,15000,1.4731729802818864e6
30605.652432372182,15000,1.4731729802818864e6
30605.652432405786,15000,1.4731729802980167e6
30605.652432405786,15000,1.4731729802980167e6
30661.26558205986,15000,1.499867292131974e6
30661.26558205986,15000,1.499867292131974e6
30661.265582154963,15000,1.499867292131974e6
30661.265582154963,15000,1.499867292131974e6
30973.216966274296,15000,1.499867292131974e6
30973.216966274296,15000,1.499867292131974e6
31090.005020850494,15000,1.499867292131974e6
31090.005020850494,15000,1.499867292131974e6
31090.005020886936,15000,1.499867292149465e6
31090.005020886936,15000,1.499867292149465e6
31150.45431210629,15000,1.5288829519347516e6
31150.45431210629,15000,1.5288829519347516e6
31150.454312163038,15000,1.5288829519347516e6
31150.454312163038,15000,1.5288829519347516e6
31162.88190691675,15000,1.5288829519347516e6
31162.88190691675,15000,1.5288829519347516e6
31449.6,15000,1.5288829519347516e6
31684.51723965112,15000,1.5288829519347516e6
31684.51723965112,15000,1.5288829519347516e6
31684.517239684377,15000,1.5288829519507152e6
31684.517239684377,15000,1.5288829519507152e6
31739.581962796943,15000,1.5553140190447455e6
31739.581962796943,15000,1.5553140190447455e6
31739.581962896686,15000,1.5553140190447455e6
31739.581962896686,15000,1.5553140190447455e6
32271.73987196838,15000,1.5553140190447455e6
32271.73987196838,15000,1.5553140190447455e6
32271.739872001825,15000,1.5553140190607985e6
32271.739872001825,15000,1.5553140190607985e6
32327.13000666505,15000,1.5819012836991497e6
32327.13000666505,15000,1.5819012836991497e6
32327.13000676035,15000,1.5819012836991497e6
32327.13000676035,15000,1.5819012836991497e6
32659.2,15000,1.5819012836991497e6
32824.369782705486,15000,1.5819012836991497e6
32824.369782705486,15000,1.5819012836991497e6
32824.36978273865,15000,1.5819012837150688e6
32824.36978273865,15000,1.5819012837150688e6
32880.15592587108,15000,1.6086786324186341e6
32880.15592587108,15000,1.6086786324186341e6
32880.155925961044,15000,1.6086786324186341e6
32880.155925961044,15000,1.6086786324186341e6
33357.28272376265,15000,1.6086786324186341e6
33357.28272376265,15000,1.6086786324186341e6
33357.282723796394,15000,1.6086786324348308e6
33357.282723796394,15000,1.6086786324348308e6
33413.15386768188,15000,1.6354967814998645e6
33413.15386768188,15000,1.6354967814998645e6
33413.15386777323,15000,1.6354967814998645e6
33413.15386777323,15000,1.6354967814998645e6
33868.8,15000,1.6354967814998645e6
33900.51524965656,15000,1.6354967814998645e6
33900.51524965656,15000,1.6354967814998645e6
33900.515249690114,15000,1.6354967815159713e6
33900.515249690114,15000,1.6354967815159713e6
33956.04840743424,15000,1.6621526972331458e6
33956.04840743424,15000,1.6621526972331458e6
33956.04840752999,15000,1.6621526972331458e6
33956.04840752999,15000,1.6621526972331458e6
34484.608904835106,15000,1.6621526972331458e6
34484.608904835106,15000,1.6621526972331458e6
34484.60890486832,15000,1.6621526972490896e6
34484.60890486832,15000,1.6621526972490896e6
34539.57769606344,15000,1.6885377170227494e6
34539.57769606344,15000,1.6885377170227494e6
34539.5776961666,15000,1.6885377170227494e6
34539.5776961666,15000,1.6885377170227494e6
35078.4,15000,1.6885377170227494e6
35116.85831033396,15000,1.6885377170227494e6
35116.85831033396,15000,1.6885377170227494e6
35116.85831036698,15000,1.6885377170385986e6
35116.85831036698,15000,1.6885377170385986e6
35171.511974112116,15000,1.7147714756362664e6
35171.511974112116,15000,1.7147714756362664e6
35171.5119742223,15000,1.7147714756362664e6
35171.5119742223,15000,1.7147714756362664e6
35752.026965825775,15000,1.7147714756362664e6
35752.026965825775,15000,1.7147714756362664e6
35752.026965858924,15000,1.714771475652179e6
35752.026965858924,15000,1.714771475652179e6
35806.91317583639,15000,1.741116856441362e6
35806.91317583639,15000,1.741116856441362e6
35806.913175940645,15000,1.741116856441362e6
35806.913175940645,15000,1.741116856441362e6
36288,15000,1.741116856441362e6
36347.856347819026,15000,1.741116856441362e6
36347.856347819026,15000,1.741116856441362e6
36347.85634785243,15000,1.7411168564573945e6
36347.85634785243,15000,1.7411168564573945e6
36403.164449328964,15000,1.767664745166124e6
36403.164449328964,15000,1.767664745166124e6
36403.1644494304,15000,1.767664745166124e6
36403.1644494304,15000,1.767664745166124e6
36462.62560819321,15000,1.767664745166124e6
36462.62560819321,15000,1.767664745166124e6
36618.87130589798,15000,1.767664745166124e6
36618.87130589798,15000,1.767664745166124e6
36807.75502426247,15000,1.767664745166124e6
36807.75502426247,15000,1.767664745166124e6
36807.75502429597,15000,1.7676647451822036e6
36807.75502429597,15000,1.7676647451822036e6
36863.19868352135,15000,1.79427770161039e6
36863.19868352135,15000,1.79427770161039e6
36863.198683618044,15000,1.79427770161039e6
36863.198683618044,15000,1.79427770161039e6
37381.80615438468,15000,1.79427770161039e6
37381.80615438468,15000,1.79427770161039e6
37381.80615441751,15000,1.7942777016261485e6
37381.80615441751,15000,1.7942777016261485e6
37436.98752085254,15000,1.8207647575149615e6
37436.98752085254,15000,1.8207647575149615e6
37436.98752095533,15000,1.8207647575149615e6
37436.98752095533,15000,1.8207647575149615e6
37497.6,15000,1.8207647575149615e6
38000.935557160614,15000,1.8207647575149615e6
38000.935557160614,15000,1.8207647575149615e6
38000.93555719362,15000,1.820764757530803e6
38000.93555719362,15000,1.820764757530803e6
38055.52276444235,15000,1.8469666170101946e6
38055.52276444235,15000,1.8469666170101946e6
38055.522764553796,15000,1.8469666170101946e6
38055.522764553796,15000,1.8469666170101946e6
38685.07046703686,15000,1.8469666170101946e6
38685.07046703686,15000,1.8469666170101946e6
38685.07046706961,15000,1.846966617025913e6
38685.07046706961,15000,1.846966617025913e6
38707.2,15000,1.8575887928324984e6
38739.264070930585,15000,1.8729795468791802e6
38739.264070930585,15000,1.8729795468791802e6
38739.26407104944,15000,1.8729795468791802e6
38739.26407104944,15000,1.8729795468791802e6
39378.23347673553,15000,1.8729795468791802e6
39378.23347673553,15000,1.8729795468791802e6
39378.233476767884,15000,1.8729795468947121e6
39378.233476767884,15000,1.8729795468947121e6
39432.66008840401,15000,1.899104320480049e6
39432.66008840401,15000,1.899104320480049e6
39432.660088522905,15000,1.899104320480049e6
39432.660088522905,15000,1.899104320480049e6
39866.24786098617,15000,1.899104320480049e6
39866.24786098617,15000,1.899104320480049e6
39916.8,15000,1.899104320480049e6
39963.42643098936,15000,1.899104320480049e6
39963.42643098936,15000,1.899104320480049e6
39963.426431024585,15000,1.8991043204969545e6
39963.426431024585,15000,1.8991043204969545e6
39978.19483637721,15000,1.906193155066219e6
39978.19483637721,15000,1.906193155066219e6
40019.159642703424,15000,1.925856262102797e6
40019.159642703424,15000,1.925856262102797e6
40019.159642810075,15000,1.925856262102797e6
40019.159642810075,15000,1.925856262102797e6
40579.31836307308,15000,1.925856262102797e6
40579.31836307308,15000,1.925856262102797e6
40579.31836310626,15000,1.925856262118723e6
40579.31836310626,15000,1.925856262118723e6
40634.23068482472,15000,1.9522141765435888e6
40634.23068482472,15000,1.9522141765435888e6
40634.23068493018,15000,1.9522141765435888e6
40634.23068493018,15000,1.9522141765435888e6
41126.4,15000,1.9522141765435888e6
41215.68226001993,15000,1.9522141765435888e6
41215.68226001993,15000,1.9522141765435888e6
41215.682260052854,15000,1.952214176559392e6
41215.682260052854,15000,1.952214176559392e6
41270.14881186471,15000,1.9783581214290797e6
41270.14881186471,15000,1.9783581214290797e6
41270.14881197709,15000,1.9783581214290797e6
41270.14881197709,15000,1.9783581214290797e6
41930.89579097194,15000,1.9783581214290797e6
41930.89579097194,15000,1.9783581214290797e6
41930.895791003975,15000,1.978358121444458e6
41930.895791003975,15000,1.978358121444458e6
41984.725300917635,15000,2.0041962862030165e6
41984.725300917635,15000,2.0041962862030165e6
41984.7253010462,15000,2.0041962862030165e6
41984.7253010462,15000,2.0041962862030165e6
42336,15000,2.0041962862030165e6
42709.878837294804,15000,2.0041962862030165e6
42709.878837294804,15000,2.0041962862030165e6
42709.87883732679,15000,2.0041962862183682e6
42709.87883732679,15000,2.0041962862183682e6
42763.64931792249,15000,2.0300061169043009e6
42763.64931792249,15000,2.0300061169043009e6
42763.64931805907,15000,2.0300061169043009e6
42763.64931805907,15000,2.0300061169043009e6
43441.707049320845,15000,2.0300061169043009e6
43441.707049320845,15000,2.0300061169043009e6
43441.70704935361,15000,2.0300061169200288e6
43441.70704935361,15000,2.0300061169200288e6
43495.94515241883,15000,2.0560404063913436e6
43495.94515241883,15000,2.0560404063913436e6
43495.94515253952,15000,2.0560404063913436e6
43495.94515253952,15000,2.0560404063913436e6
43545.6,15000,2.0560404063913436e6
44119.345029774115,15000,2.0560404063913436e6
44119.345029774115,15000,2.0560404063913436e6
44119.345029806995,15000,2.0560404064071262e6
